symbol,name,currency,summary,category_group,category,family,exchange
00711B.TW,Fuh Hwa Emerging Market 10+ Yr Bond ETF,TWD,"The Fuh Hwa Emerging Market 10+ Yr Bond ETF seeks to track the performance of long-term, investment-grade emerging market bonds. It invests primarily in government and corporate bonds with maturities of 10 years or more. Fuh Hwa Securities Investment Trust is a financial services company headquartered in Taiwan.",Fixed Income,Emerging Markets,Fuh Hwa Securities Investment Trust,TAI
00715L.TW,JKO S&P GSCI Brent Crude 2X Leveraged ER Futures ETF,TWD,"The JKO S&P GSCI Brent Crude 2X Leveraged ER Futures ETF seeks to provide twice the daily investment results of the S&P GSCI Brent Crude Enhanced Excess Return Index. It uses leverage to amplify the returns of the underlying index, both positively and negatively, offering exposure to Brent crude oil futures. JKO Securities is a financial services company headquartered in Taiwan.",Commodities,,JKO Asset Management,TAI
00717.TW,Fubon S&P US Preferred Stock ETF,TWD,The Fubon S&P US Preferred Stock ETF seeks to track the performance of the S&P U.S. Preferred Stock Index. It provides exposure to a diversified portfolio of preferred stocks listed in the United States. Fubon Financial Holding Co. is a financial services company headquartered in Taiwan.,Financials,,Fubon Securities Investment Trust,TAI
00728.TW,FSITC Taiwan Industry Elite 30 ETF,TWD,The FSITC Taiwan Industry Elite 30 ETF seeks to invest in Taiwan's leading 30 companies that are part of industry elites. The fund aims to capture the growth potential of key sectors in Taiwan's economy. FSITC is headquartered in Taiwan.,Financials,,First Financial Holding,TAI
00730.TW,Fubon Dow Jones Taiwan High-Quality Dividend 30 ETF,TWD,"The Fubon Dow Jones Taiwan High-Quality Dividend 30 ETF invests in the top 30 high-quality, dividend-paying companies in Taiwan, based on the Dow Jones Taiwan High-Quality Dividend 30 Index. The fund provides exposure to a selection of fundamentally strong Taiwanese companies known for their dividend yields. Fubon Financial Holding Co. is a financial services company headquartered in Taiwan.",Financials,,Fubon Securities Investment Trust,TAI
00732.TW,Cathay FTSE Chinese Government and Policy Bank Bond 0-1 Year Select ETF,TWD,The Cathay FTSE Chinese Government and Policy Bank Bond 0-1 Year Select ETF invests in short-term Chinese government and policy bank bonds. The fund aims to provide stable returns with low volatility by focusing on bonds with maturities between 0 and 1 year. Cathay Financial Holding Co. is a financial services company headquartered in Taiwan.,Fixed Income,Government Bonds,Cathay Securities Investment Trust,TAI
00742.TW,Shin Kong Domestic Demand High Dividend ETF,TWD,The Shin Kong Domestic Demand High Dividend ETF focuses on investing in Taiwanese companies that benefit from domestic demand and have a history of high dividend payouts. The fund seeks to provide investors with a combination of income and capital appreciation. Shin Kong Investment Trust is a financial services company headquartered in Taiwan.,Financials,,Shin Kong Investment Trust,TAI
00743.TW,Cathay FTSE China A150 ETF,TWD,The Cathay FTSE China A150 ETF tracks the performance of the FTSE China A150 Index. It aims to provide investors access to a representative selection of Chinese A-shares. Cathay Financial Holding Co. is a financial services company headquartered in Taiwan.,Financials,Emerging Markets,Cathay Securities Investment Trust,TAI
00752.TW,CTBC China 50,TWD,The CTBC China 50 ETF aims to invest in the top 50 Chinese companies. The fund offers investors a way to participate in the growth potential of the Chinese economy. CTBC Investments is a financial services company headquartered in Taiwan.,Financials,Emerging Markets,CTBC Securities Investment Trust,TAI
00753L.TW,CTBC China 50 2X,TWD,The CTBC China 50 2X ETF aims to provide two times the daily performance of the China 50 Index. The leveraged ETF is designed for investors with a high risk tolerance. CTBC Investments is a financial services company headquartered in Taiwan.,Information Technology,,CTBC Securities Investment Trust,TAI
00757.TW,UPAMC NYSE FANG+ ETF,TWD,"UPAMC NYSE FANG+ ETF aims to replicate the performance of the NYSE FANG+ Index, providing exposure to highly traded growth stocks of technology and consumer discretionary companies. The ETF invests in companies such as Facebook (Meta), Apple, Amazon, Netflix, and Google (Alphabet), along with other innovative technology and growth companies, offering investors a way to participate in the growth of these leading firms. Its headquarters is in Taiwan.",Information Technology,,Yuanta Securities Investment Trust,TAI
00763U.TW,JKO Dow Jones Copper ER Futures ETF,TWD,"JKO Dow Jones Copper ER Futures ETF seeks to track the performance of the Dow Jones Copper ER Futures Index, providing investors with exposure to the copper market. The ETF invests in copper futures contracts, allowing investors to gain exposure to the price movements of copper without directly owning the physical commodity. Its headquarters is in Taiwan.",Commodities,,JKO Asset Management,TAI
00770.TW,Cathay S&P North Amrcn Tchnlgy Sctr ETF,TWD,"Cathay S&P North Amrcn Tchnlgy Sctr ETF aims to replicate the performance of the S&P North American Technology Sector Index, offering exposure to leading technology companies in North America. The ETF invests in companies across various technology sub-sectors, providing investors with a diversified approach to investing in the technology industry. Its headquarters is in Taiwan.",Information Technology,,Cathay Securities Investment Trust,TAI
00774B.TW,Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF,TWD,"Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF focuses on investing in 10-year China Treasury bonds and policy bank green bonds, providing investors with exposure to the Chinese fixed income market while promoting environmentally sustainable investments. The ETF invests in bonds that meet specific green criteria, aligning with environmental, social, and governance (ESG) principles. Its headquarters is in Taiwan.",Fixed Income,,Shin Kong Investment Trust,TAI
008201.TW,W.I.S.E. - SSE 50 China Tracker,TWD,The investment seeks to provide the investment performance (before taxes) that tracks the performance of the SSE 50. The SSE 50 is an index consisting of 50 constituents A Shares compiled and managed by the China securities Index Co Ltd. The risk profile is regarded as high.,Information Technology,,BOCI-Prudential Asset Management,TAI
00851.TW,Taishin SG Global AI and Robotics Select ETF,TWD,"Taishin SG Global AI and Robotics Select ETF aims to track the performance of the SG Global AI and Robotics Select Index, providing exposure to companies involved in the artificial intelligence and robotics industries. The ETF invests in companies that are developing and utilizing AI and robotics technologies, offering investors a way to participate in the growth of these innovative sectors. Its headquarters is in Taiwan.",Information Technology,,Taishin Securities Investment Trust,TAI
00858.TWO,SinoPac STOXXUSA 500 ETF,TWD,"SinoPac STOXXUSA 500 ETF seeks to replicate the performance of the STOXX USA 500 Index, providing investors with broad exposure to the U.S. equity market. The ETF invests in the 500 largest companies in the United States, offering investors a diversified approach to investing in the U.S. stock market. Its headquarters is in Taiwan.",Information Technology,,SinoPac Securities Investment Trust,TWO
00885.TW,Fubon FTSE Vietnam ETF,TWD,"Fubon FTSE Vietnam ETF aims to replicate the performance of the FTSE Vietnam Index, providing investors with exposure to the Vietnamese equity market. The ETF invests in companies listed on the Vietnam Stock Exchange, offering investors a way to participate in the growth of the Vietnamese economy. Its headquarters is in Taiwan.",Information Technology,,Fubon Securities Investment Trust,TAI
00LA.BE,RANGER EQ.BE NEWDLD,EUR,,,,,BER
00LD.BE,ADV.SH.TR.-AS D.V.EQ.ETF,EUR,,,,,BER
00LE.BE,ADVSH.TR.-NEWF.M.-SEC.IN.,EUR,,,,AdvisorShares,BER
00LH.BE,ADVISORSHS TR-VICE ETF,EUR,"ADVISORSHS TR-VICE ETF invests in companies believed to benefit from activities considered vices, such as alcohol, tobacco, gaming, and defense. The ETF provides exposure to companies that operate in these specific sectors.",Consumer Staples,,AdvisorShares,BER
00MB.BE,I.CLEANT.ETF,EUR,"I.CLEANT.ETF invests in companies involved in clean energy technologies, aiming to provide exposure to the growing clean energy sector. The ETF includes companies that produce renewable energy, develop energy-efficient products, and contribute to environmental sustainability.",Energy,,,BER
00MC.BE,I.R.T200P.V.,EUR,,,,,BER
00V0.MU,PrivatePortfolio Chance,EUR,"PrivatePortfolio Chance is a fund offered by a specific private portfolio management company, focusing on investments with a particular opportunity or strategy. It is not possible to ascertain specific details about its investment strategy or geographic focus without additional information.",Alternatives,,,MUN
01001T.TW,Fubon No.1 Real Estate Investment Trust,TWD,Fubon No.1 Real Estate Investment Trust (REIT) is a real estate investment trust that invests in a portfolio of income-generating properties in Taiwan. The REIT generates revenue through rental income from its properties. Its headquarters is in Taiwan.,Real Estate,REITs,Fubon Securities Investment Trust,TAI
01002T.TW,Cathay No.1 REIT,TWD,Cathay No.1 REIT is a real estate investment trust that invests in a portfolio of income-generating properties in Taiwan. The REIT generates revenue through rental income from its properties. Its headquarters is in Taiwan.,Real Estate,REITs,Cathay Securities Investment Trust,TAI
01004T.TW,Fubon No.2 Real Estate Investment Trust,TWD,Fubon No.2 Real Estate Investment Trust is a real estate investment trust that invests in a portfolio of income-generating properties in Taiwan. The REIT generates revenue through rental income from its properties. Its headquarters is in Taiwan.,Real Estate,REITs,Fubon Securities Investment Trust,TAI
01007T.TW,Cathay No.2 REIT,TWD,Cathay No.2 REIT is a real estate investment trust that invests in a portfolio of income-generating properties in Taiwan. The REIT generates revenue through rental income from its properties. Its headquarters is in Taiwan.,Real Estate,REITs,Cathay Securities Investment Trust,TAI
01009T.TW,O-Bank Number One Real Estate Investment Trust,TWD,O-Bank Number One Real Estate Investment Trust is a real estate investment trust that invests in a portfolio of income-generating properties in Taiwan. The REIT generates revenue through rental income from its properties. Its headquarters is in Taiwan.,Real Estate,REITs,,TAI
01010T.TW,King's Town Millerful No.1 Real Estate Investment Trust,TWD,King's Town Millerful No.1 Real Estate Investment Trust is a real estate investment trust that invests in a portfolio of income-generating properties in Taiwan. The REIT generates revenue through rental income from its properties. Its headquarters is in Taiwan.,Real Estate,REITs,,TAI
